,no_of_adults,children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,avg_price_per_room,booking_status,cx_rsvn_pcg,nights_ttl
2631,1,0,Meal Plan 1,0,Room_Type 1,71,Offline,0,120.0,0,0.0,3
2632,2,0,Meal Plan 1,0,Room_Type 4,57,Online,0,126.36,1,0.0,1
2633,2,0,Not Selected,0,Room_Type 1,1,Online,0,109.0,0,0.0,1
2634,2,0,Not Selected,0,Room_Type 1,56,Online,0,116.1,0,0.0,3
2635,1,0,Not Selected,0,Room_Type 1,17,Online,0,55.0,0,0.0,4
2636,2,0,Meal Plan 1,0,Room_Type 1,64,Online,0,135.9,0,0.0,6
2637,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,106.0,0,0.0,2
2638,2,1,Meal Plan 1,0,Room_Type 6,18,Online,0,171.0,0,0.0,3
2639,1,0,Not Selected,0,Room_Type 1,24,Online,0,124.0,0,0.0,1
2640,2,0,Meal Plan 2,0,Room_Type 1,88,Offline,0,112.2,0,0.0,2
2641,2,0,Meal Plan 1,1,Room_Type 2,66,Online,0,80.55,0,0.0,3
2642,1,0,Meal Plan 1,0,Room_Type 1,219,Offline,0,76.67,0,0.0,3
2643,0,1,Meal Plan 1,0,Room_Type 2,44,Online,0,82.44,0,0.0,1
2644,2,0,Meal Plan 2,0,Room_Type 1,75,Online,0,105.0,1,0.0,2
2645,3,0,Meal Plan 1,0,Room_Type 4,98,Online,0,168.3,1,0.0,2
2646,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,1,65.0,0,0.0,1
2647,2,0,Not Selected,0,Room_Type 1,46,Online,0,67.5,1,0.0,2
2648,1,0,Meal Plan 2,0,Room_Type 1,74,Offline,0,87.0,0,0.0,2
2649,2,0,Meal Plan 1,0,Room_Type 1,286,Online,0,90.0,1,0.0,1
2650,2,0,Meal Plan 1,0,Room_Type 1,1,Offline,0,90.0,0,0.0,3
2651,2,0,Meal Plan 1,0,Room_Type 4,39,Online,0,201.08,0,0.0,4
2652,2,0,Meal Plan 1,0,Room_Type 1,69,Online,0,95.85,0,0.0,4
2653,2,0,Meal Plan 1,0,Room_Type 1,200,Online,0,90.95,1,0.0,10
2654,2,0,Meal Plan 1,1,Room_Type 2,206,Online,0,130.5,1,0.0,3
2655,2,0,Meal Plan 1,0,Room_Type 4,51,Offline,0,69.0,0,0.0,4
2656,2,0,Meal Plan 1,0,Room_Type 4,79,Online,0,87.3,1,0.0,2
2657,2,1,Meal Plan 1,0,Room_Type 6,14,Online,0,210.0,0,0.0,4
2658,3,0,Meal Plan 1,1,Room_Type 4,127,Online,0,160.2,0,0.0,2
2659,2,0,Meal Plan 1,0,Room_Type 1,58,Online,0,73.95,1,0.0,4
2660,2,0,Meal Plan 1,0,Room_Type 1,95,Online,0,119.85,0,0.0,6
2661,2,0,Meal Plan 1,0,Room_Type 1,96,Offline,0,60.0,0,0.0,5
2662,1,0,Meal Plan 1,0,Room_Type 1,22,Online,0,101.0,0,0.0,1
2663,2,0,Meal Plan 1,0,Room_Type 1,160,Online,0,90.0,1,0.0,6
2664,2,0,Meal Plan 1,0,Room_Type 4,125,Online,0,99.45,0,0.0,5
2665,2,0,Meal Plan 1,0,Room_Type 2,90,Online,0,79.8,0,0.0,4
2666,2,0,Not Selected,0,Room_Type 1,4,Online,0,81.0,0,0.0,1
2667,1,0,Meal Plan 1,0,Room_Type 1,14,Offline,0,62.5,0,0.0,1
2668,3,0,Meal Plan 2,0,Room_Type 4,85,Online,0,210.6,0,0.0,6
2669,2,0,Meal Plan 1,0,Room_Type 4,14,Offline,0,98.67,0,0.0,3
2670,2,0,Meal Plan 1,0,Room_Type 1,6,Online,0,93.2,0,0.0,5
2671,2,0,Meal Plan 1,0,Room_Type 1,20,Offline,0,76.5,0,0.0,3
2672,1,0,Meal Plan 1,0,Room_Type 1,172,Online,0,95.0,1,0.0,2
2673,2,0,Meal Plan 1,0,Room_Type 1,69,Online,0,82.45,1,0.0,4
2674,2,0,Meal Plan 1,0,Room_Type 1,3,Corporate,0,31.0,0,0.0,1
2675,2,0,Meal Plan 1,0,Room_Type 1,11,Online,0,94.6,0,0.0,4
2676,1,0,Meal Plan 1,0,Room_Type 1,32,Offline,0,73.0,0,0.0,2
2677,2,0,Meal Plan 1,0,Room_Type 4,133,Online,0,82.45,1,0.0,3
2678,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,0,65.0,0,0.0,1
2679,3,0,Meal Plan 1,0,Room_Type 4,179,Online,0,130.05,1,0.0,5
2680,2,0,Meal Plan 1,0,Room_Type 1,99,Online,0,89.3,0,0.0,2
2681,2,0,Meal Plan 2,0,Room_Type 1,117,Online,0,94.5,1,0.0,3
2682,1,0,Meal Plan 1,0,Room_Type 1,136,Online,0,90.9,0,0.0,2
2683,2,0,Meal Plan 1,0,Room_Type 1,244,Online,0,85.85,1,0.0,5
2684,2,0,Meal Plan 1,0,Room_Type 1,50,Offline,0,52.0,0,0.0,3
2685,1,0,Not Selected,0,Room_Type 1,195,Online,0,98.1,1,0.0,2
2686,2,0,Meal Plan 1,0,Room_Type 1,22,Online,0,90.95,0,0.0,3
2687,2,0,Meal Plan 1,0,Room_Type 1,23,Offline,0,94.0,0,0.0,7
2688,2,0,Meal Plan 1,0,Room_Type 1,168,Online,0,85.0,1,0.0,3
2689,2,0,Meal Plan 1,0,Room_Type 1,89,Offline,0,75.0,0,0.0,3
2690,2,0,Meal Plan 1,0,Room_Type 1,113,Offline,0,58.0,0,0.0,3
2691,2,0,Not Selected,0,Room_Type 1,1,Online,0,159.0,0,0.0,1
2692,2,0,Meal Plan 1,0,Room_Type 1,156,Online,0,84.24,1,0.0,1
2693,3,0,Meal Plan 1,0,Room_Type 4,138,Online,0,162.0,1,0.0,3
2694,0,1,Meal Plan 1,0,Room_Type 2,40,Online,0,6.0,0,0.0,3
2695,3,0,Meal Plan 1,0,Room_Type 4,130,Online,0,155.7,0,0.0,6
2696,1,0,Meal Plan 1,0,Room_Type 1,5,Aviation,0,95.0,0,0.0,4
2697,1,0,Meal Plan 1,0,Room_Type 1,39,Online,0,76.5,1,0.0,3
2698,1,0,Meal Plan 1,0,Room_Type 1,269,Offline,0,70.0,0,0.0,5
2699,1,0,Meal Plan 1,0,Room_Type 1,12,Complementary,1,0.0,0,0.0,1
2700,2,0,Meal Plan 1,0,Room_Type 1,205,Online,0,90.95,1,0.0,4
2701,2,0,Meal Plan 1,0,Room_Type 1,94,Online,0,127.93,1,0.0,4
2702,1,0,Meal Plan 1,0,Room_Type 1,39,Online,0,85.5,0,0.0,4
2703,2,0,Meal Plan 1,0,Room_Type 1,41,Corporate,0,85.67,0,0.0,3
2704,2,0,Meal Plan 2,0,Room_Type 1,301,Online,0,115.0,1,0.0,2
2705,2,0,Meal Plan 1,0,Room_Type 4,62,Online,0,91.48,0,0.0,3
2706,2,0,Meal Plan 1,0,Room_Type 1,20,Online,0,104.0,0,0.0,3
2707,2,0,Meal Plan 1,0,Room_Type 1,168,Online,0,85.0,1,0.0,3
2708,2,0,Meal Plan 1,0,Room_Type 4,18,Online,0,107.65,0,0.0,5
2709,2,0,Not Selected,0,Room_Type 1,0,Online,0,98.0,1,0.0,1
2710,2,0,Not Selected,0,Room_Type 1,64,Online,0,70.46,1,0.0,19
2711,2,0,Meal Plan 1,0,Room_Type 1,150,Online,0,126.9,0,0.0,3
2712,2,0,Meal Plan 1,0,Room_Type 1,42,Offline,0,72.0,0,0.0,3
2713,2,0,Meal Plan 2,0,Room_Type 1,210,Online,0,86.0,1,0.0,4
2714,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,116.67,0,0.0,3
2715,2,0,Not Selected,0,Room_Type 1,56,Online,0,85.5,0,0.0,2
2716,2,0,Meal Plan 1,0,Room_Type 1,39,Online,0,135.9,0,0.0,1
2717,2,0,Not Selected,0,Room_Type 1,13,Online,0,128.5,0,0.0,2
2718,2,0,Meal Plan 1,0,Room_Type 1,13,Online,0,91.0,0,0.0,6
2719,2,0,Meal Plan 1,0,Room_Type 1,73,Online,0,79.2,0,0.0,3
2720,2,0,Meal Plan 1,0,Room_Type 1,109,Online,0,76.5,1,0.0,1
2721,2,0,Meal Plan 1,0,Room_Type 7,5,Online,0,215.6,0,0.0,2
2722,2,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,109.0,0,0.0,2
2723,2,1,Meal Plan 1,0,Room_Type 6,128,Online,0,207.9,1,0.0,2
2724,3,0,Meal Plan 1,0,Room_Type 4,95,Online,0,141.32,1,0.0,5
2725,2,0,Meal Plan 1,0,Room_Type 1,158,Online,0,90.95,0,0.0,4
2726,2,0,Meal Plan 1,0,Room_Type 4,54,Online,0,118.2,0,0.0,5
2727,1,0,Meal Plan 1,0,Room_Type 4,0,Online,0,108.0,0,0.0,1
2728,2,0,Meal Plan 1,0,Room_Type 1,117,Online,0,83.64,0,0.0,4
2729,2,0,Meal Plan 1,0,Room_Type 4,51,Offline,0,60.0,0,0.0,4
2730,2,0,Meal Plan 1,0,Room_Type 4,24,Online,0,155.0,0,0.0,2
2731,2,0,Meal Plan 1,0,Room_Type 1,162,Offline,0,70.0,0,0.0,3
2732,2,0,Meal Plan 1,0,Room_Type 4,43,Online,0,109.49,0,0.0,1
2733,1,0,Meal Plan 1,0,Room_Type 1,118,Offline,0,110.0,0,0.0,2
2734,2,0,Not Selected,0,Room_Type 1,47,Online,0,71.1,1,0.0,1
2735,2,0,Meal Plan 1,0,Room_Type 1,44,Offline,0,75.0,0,0.0,3
2736,2,0,Meal Plan 1,0,Room_Type 1,154,Offline,0,68.0,0,0.0,1
2737,1,0,Meal Plan 1,0,Room_Type 1,9,Online,0,120.0,0,0.0,2
2738,2,0,Meal Plan 1,0,Room_Type 1,103,Offline,0,80.0,0,0.0,3
2739,1,0,Meal Plan 1,0,Room_Type 1,35,Online,0,93.9,1,0.0,3
2740,3,0,Meal Plan 1,0,Room_Type 4,155,Online,0,137.7,1,0.0,3
2741,2,0,Meal Plan 1,0,Room_Type 1,28,Online,0,103.87,0,0.0,4
2742,2,0,Meal Plan 1,0,Room_Type 1,143,Offline,0,100.0,0,0.0,3
2743,3,0,Meal Plan 1,0,Room_Type 1,44,Offline,0,133.0,0,0.0,3
2744,2,0,Meal Plan 1,0,Room_Type 1,87,Offline,0,49.07,0,0.0,3
2745,1,0,Meal Plan 1,0,Room_Type 1,26,Corporate,0,77.0,1,0.0,3
2746,2,0,Meal Plan 1,0,Room_Type 1,43,Online,0,98.1,0,0.0,1
2747,2,0,Not Selected,0,Room_Type 1,102,Online,0,108.0,1,0.0,1
2748,2,0,Meal Plan 1,0,Room_Type 1,112,Offline,0,100.0,0,0.0,2
2749,1,0,Meal Plan 1,0,Room_Type 1,5,Online,0,0.0,0,0.0,1
2750,1,0,Not Selected,0,Room_Type 1,131,Online,0,108.0,1,0.0,1
2751,2,0,Meal Plan 1,0,Room_Type 1,72,Offline,0,68.0,0,0.0,4
2752,2,1,Meal Plan 2,0,Room_Type 6,222,Online,0,219.6,1,0.0,1
2753,2,0,Meal Plan 1,1,Room_Type 1,40,Online,0,75.53,0,0.0,5
2754,3,0,Meal Plan 1,0,Room_Type 4,65,Online,0,137.7,0,0.0,2
2755,2,1,Meal Plan 1,0,Room_Type 1,8,Online,0,111.0,0,0.0,3
2756,2,0,Meal Plan 1,0,Room_Type 1,56,Offline,0,120.0,0,0.0,1
2757,2,0,Meal Plan 1,0,Room_Type 1,20,Online,0,80.85,0,0.0,4
2758,2,0,Meal Plan 1,0,Room_Type 4,8,Online,0,107.0,0,0.0,3
2759,2,0,Meal Plan 1,0,Room_Type 4,162,Online,0,118.8,1,0.0,1
2760,2,0,Meal Plan 1,0,Room_Type 4,83,Online,0,132.3,0,0.0,4
2761,2,0,Meal Plan 1,0,Room_Type 1,59,Offline,0,75.0,0,0.0,3
2762,1,0,Meal Plan 1,0,Room_Type 1,11,Online,0,86.0,0,0.0,3
2763,1,0,Not Selected,0,Room_Type 1,17,Online,0,89.0,1,0.0,2
2764,1,0,Not Selected,0,Room_Type 1,31,Online,0,67.6,0,0.0,4
2765,2,0,Meal Plan 1,0,Room_Type 1,11,Online,0,109.67,0,0.0,3
2766,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,80.0,0,0.0,1
2767,2,0,Meal Plan 1,0,Room_Type 4,86,Online,0,140.4,1,0.0,2
2768,2,0,Meal Plan 1,0,Room_Type 1,113,Online,0,63.49,0,0.0,4
2769,2,0,Meal Plan 1,0,Room_Type 1,3,Offline,0,95.0,0,0.0,4
2770,2,0,Meal Plan 1,0,Room_Type 1,130,Offline,0,71.0,0,0.0,3
2771,2,0,Meal Plan 2,0,Room_Type 1,286,Online,0,117.0,1,0.0,2
2772,2,0,Meal Plan 1,0,Room_Type 1,0,Offline,0,72.0,0,0.0,1
2773,2,0,Meal Plan 1,0,Room_Type 1,78,Online,0,100.0,1,0.0,3
2774,1,0,Meal Plan 1,0,Room_Type 1,2,Offline,0,82.4,0,0.0,1
2775,1,0,Meal Plan 1,0,Room_Type 1,22,Online,0,82.33,1,0.0,3
2776,2,0,Meal Plan 1,0,Room_Type 1,191,Online,0,132.0,1,0.0,3
2777,2,0,Not Selected,0,Room_Type 1,174,Online,0,98.1,0,0.0,4
2778,2,0,Meal Plan 1,0,Room_Type 1,232,Offline,0,80.75,0,0.0,3
2779,1,0,Meal Plan 1,0,Room_Type 1,0,Offline,0,45.0,0,0.0,1
2780,1,0,Meal Plan 1,0,Room_Type 1,289,Online,0,0.0,1,0.0,1
2781,2,0,Meal Plan 1,1,Room_Type 4,6,Online,0,154.0,0,0.0,1
2782,2,0,Meal Plan 1,0,Room_Type 1,60,Offline,0,65.0,0,0.0,2
2783,2,0,Meal Plan 1,0,Room_Type 1,8,Online,0,115.6,0,0.0,5
2784,1,0,Meal Plan 1,0,Room_Type 1,265,Offline,0,83.33,0,0.0,3
2785,2,0,Meal Plan 1,0,Room_Type 1,146,Offline,0,85.0,0,0.0,3
2786,2,0,Meal Plan 1,0,Room_Type 1,100,Online,0,136.0,0,0.0,4
2787,1,0,Meal Plan 1,0,Room_Type 1,13,Corporate,0,65.0,0,0.0,2
2788,2,0,Meal Plan 2,0,Room_Type 1,346,Online,0,115.0,1,0.0,2
2789,2,1,Meal Plan 1,0,Room_Type 1,94,Offline,0,102.68,0,0.0,4
2790,2,1,Meal Plan 1,0,Room_Type 6,2,Offline,0,153.8,0,0.0,2
2791,2,0,Meal Plan 1,0,Room_Type 4,31,Offline,0,87.04,0,0.0,3
2792,2,1,Meal Plan 2,0,Room_Type 6,148,Online,0,217.11,1,0.0,7
2793,1,0,Meal Plan 1,0,Room_Type 1,1,Corporate,0,65.0,1,0.0,2
2794,2,0,Meal Plan 2,0,Room_Type 4,271,Online,0,144.63,1,0.0,7
2795,2,0,Meal Plan 1,0,Room_Type 1,79,Offline,0,75.0,0,0.0,2
2796,2,0,Meal Plan 1,0,Room_Type 4,101,Online,0,132.6,0,0.0,4
2797,2,0,Meal Plan 1,0,Room_Type 1,68,Online,0,114.5,0,0.0,1
2798,2,1,Meal Plan 1,0,Room_Type 4,126,Online,0,125.45,0,0.0,5
2799,2,0,Meal Plan 1,0,Room_Type 7,16,Online,0,194.58,0,0.0,4
2800,2,0,Meal Plan 1,0,Room_Type 4,5,Offline,0,69.0,0,0.0,2
2801,2,0,Not Selected,0,Room_Type 1,156,Online,0,116.1,1,0.0,3
2802,2,0,Meal Plan 1,0,Room_Type 1,61,Online,0,76.58,1,0.0,4
2803,1,0,Meal Plan 1,0,Room_Type 5,16,Corporate,0,86.0,0,0.0,1
2804,1,0,Meal Plan 1,0,Room_Type 1,151,Offline,0,70.0,0,0.0,2
2805,3,0,Meal Plan 1,0,Room_Type 4,104,Online,0,150.3,1,0.0,4
2806,1,0,Meal Plan 1,0,Room_Type 1,106,Online,0,113.4,0,0.0,3
2807,2,0,Meal Plan 1,1,Room_Type 1,2,Online,0,98.0,0,0.0,2
2808,3,0,Meal Plan 1,0,Room_Type 4,147,Online,0,137.7,1,0.0,3
2809,2,0,Meal Plan 1,0,Room_Type 1,78,Online,0,100.0,1,0.0,3
2810,2,0,Meal Plan 1,1,Room_Type 4,3,Complementary,0,0.0,0,0.0,1
2811,1,0,Meal Plan 1,0,Room_Type 1,31,Online,0,94.5,0,0.0,4
2812,2,0,Meal Plan 1,0,Room_Type 1,59,Online,0,144.9,0,0.0,1
2813,2,0,Meal Plan 1,0,Room_Type 4,7,Online,0,151.0,0,0.0,4
2814,3,0,Meal Plan 1,0,Room_Type 4,15,Online,0,148.5,0,0.0,4
2815,2,0,Not Selected,0,Room_Type 1,104,Online,0,72.25,1,0.0,4
2816,2,0,Meal Plan 1,0,Room_Type 1,63,Online,0,144.1,0,0.0,3
2817,2,0,Not Selected,0,Room_Type 1,134,Online,0,89.25,0,0.0,4
2818,2,0,Meal Plan 2,0,Room_Type 1,377,Online,0,115.0,1,0.0,2
2819,1,0,Meal Plan 1,0,Room_Type 1,192,Offline,0,95.0,0,0.0,2
2820,1,0,Meal Plan 1,0,Room_Type 1,50,Offline,1,67.5,0,0.0,2
2821,1,0,Meal Plan 1,0,Room_Type 1,163,Online,0,115.0,1,0.0,3
2822,2,0,Meal Plan 1,0,Room_Type 1,30,Offline,0,140.0,0,0.0,2
2823,1,0,Meal Plan 1,0,Room_Type 1,188,Online,0,130.0,1,0.0,2
2824,2,1,Meal Plan 1,0,Room_Type 6,279,Online,0,177.3,1,0.0,7
2825,2,0,Not Selected,0,Room_Type 1,308,Online,0,71.91,1,0.0,5
2826,2,0,Meal Plan 1,0,Room_Type 1,105,Online,0,75.0,1,0.0,1
2827,2,0,Meal Plan 1,0,Room_Type 1,9,Online,0,137.63,0,0.0,4
2828,2,0,Not Selected,0,Room_Type 1,1,Online,0,102.41,0,0.0,5
2829,2,0,Meal Plan 1,0,Room_Type 1,193,Online,0,93.09,1,0.0,3
2830,3,0,Meal Plan 1,0,Room_Type 1,2,Online,0,90.47,0,0.0,2
2831,1,0,Meal Plan 2,0,Room_Type 1,71,Offline,0,98.0,0,0.0,3
2832,2,0,Meal Plan 1,0,Room_Type 1,27,Offline,0,120.0,0,0.0,1
2833,2,0,Meal Plan 2,0,Room_Type 1,418,Online,0,107.0,1,0.0,3
2834,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,65.0,0,0.0,1
2835,1,0,Not Selected,0,Room_Type 1,89,Online,0,79.2,0,0.0,3
2836,2,0,Meal Plan 1,0,Room_Type 1,39,Online,0,113.4,1,0.0,4
2837,2,1,Meal Plan 1,0,Room_Type 6,10,Online,0,159.75,0,0.0,4
2838,2,0,Meal Plan 1,0,Room_Type 4,80,Online,0,168.3,0,0.0,4
2839,2,0,Meal Plan 1,0,Room_Type 4,185,Online,0,103.5,0,0.0,3
2840,2,0,Meal Plan 1,0,Room_Type 1,88,Online,0,93.6,1,0.0,2
2841,2,0,Not Selected,0,Room_Type 1,2,Online,0,63.75,0,0.0,2
2842,2,0,Not Selected,0,Room_Type 1,1,Online,0,89.0,0,0.0,2
2843,2,0,Meal Plan 1,0,Room_Type 1,32,Online,0,96.3,0,0.0,1
2844,2,0,Meal Plan 1,1,Room_Type 1,9,Online,0,125.33,0,0.0,3
2845,3,0,Meal Plan 1,0,Room_Type 4,198,Online,0,159.3,0,0.0,3
2846,2,0,Not Selected,0,Room_Type 1,39,Online,0,74.8,1,0.0,7
2847,2,0,Meal Plan 1,0,Room_Type 1,98,Offline,0,95.0,0,0.0,4
2848,2,0,Meal Plan 1,0,Room_Type 1,92,Online,0,89.25,0,0.0,5
2849,2,0,Meal Plan 2,0,Room_Type 1,38,Online,0,170.1,0,0.0,3
2850,2,0,Meal Plan 1,0,Room_Type 1,19,Corporate,0,100.0,1,0.0,2
2851,1,0,Meal Plan 1,0,Room_Type 1,2,Online,0,88.0,0,0.0,5
2852,1,0,Meal Plan 2,0,Room_Type 1,132,Online,0,90.9,0,0.0,2
2853,2,0,Not Selected,0,Room_Type 1,273,Online,0,63.75,1,0.0,5
2854,1,0,Meal Plan 1,0,Room_Type 1,45,Online,0,85.5,0,0.0,3
2855,3,0,Meal Plan 1,0,Room_Type 4,7,Online,0,215.0,0,0.0,1
2856,2,0,Meal Plan 1,0,Room_Type 1,132,Online,0,105.3,0,0.0,3
2857,2,0,Meal Plan 1,0,Room_Type 1,221,Offline,0,65.0,0,0.0,3
2858,2,0,Meal Plan 1,0,Room_Type 2,119,Online,0,81.0,1,0.0,3
2859,2,0,Meal Plan 1,0,Room_Type 1,31,Offline,0,85.0,0,0.0,3
2860,2,0,Meal Plan 1,0,Room_Type 1,87,Online,0,119.85,0,0.0,5
2861,2,0,Meal Plan 1,0,Room_Type 4,73,Online,0,129.96,0,0.0,5
2862,2,1,Meal Plan 1,0,Room_Type 4,124,Online,0,135.0,1,0.0,2
2863,3,0,Meal Plan 1,0,Room_Type 4,54,Online,0,139.86,1,0.0,5
2864,2,1,Meal Plan 1,0,Room_Type 6,169,Online,0,158.95,1,0.0,5
2865,2,1,Not Selected,0,Room_Type 1,11,Online,0,135.0,0,0.0,2
2866,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,115.0,1,0.0,2
2867,2,0,Meal Plan 1,0,Room_Type 1,38,Online,0,109.8,0,0.0,1
2868,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,60.0,1,0.0,3
2869,2,0,Meal Plan 1,0,Room_Type 1,301,Online,0,52.0,1,0.0,2
2870,1,0,Meal Plan 1,0,Room_Type 1,103,Online,0,115.0,1,0.0,2
2871,2,0,Not Selected,0,Room_Type 1,10,Online,0,102.0,1,0.0,4
2872,2,0,Meal Plan 2,0,Room_Type 1,66,Online,0,152.15,0,0.0,4
2873,0,1,Meal Plan 1,0,Room_Type 2,9,Complementary,0,0.0,0,0.0,1
2874,2,0,Not Selected,0,Room_Type 1,210,Online,0,87.18,0,0.0,7
2875,2,0,Meal Plan 1,0,Room_Type 1,115,Online,0,90.0,1,0.0,2
2876,2,0,Meal Plan 1,0,Room_Type 1,27,Offline,0,85.0,0,0.0,1
2877,2,0,Meal Plan 1,0,Room_Type 1,28,Online,0,125.4,0,0.0,4
2878,1,0,Meal Plan 1,0,Room_Type 1,13,Online,0,80.0,0,0.0,2
2879,2,0,Meal Plan 1,0,Room_Type 1,50,Online,0,126.3,0,0.0,3
2880,2,0,Meal Plan 1,0,Room_Type 4,51,Online,0,123.3,0,0.0,7
2881,2,0,Meal Plan 1,0,Room_Type 1,85,Offline,0,85.0,0,0.0,4
2882,2,0,Meal Plan 2,0,Room_Type 1,87,Online,0,141.75,1,0.0,4
2883,2,0,Meal Plan 1,0,Room_Type 4,261,Offline,0,90.95,0,0.0,3
2884,2,0,Meal Plan 1,0,Room_Type 1,207,Offline,0,161.67,0,0.0,3
2885,2,0,Not Selected,0,Room_Type 1,14,Online,0,81.0,0,0.0,7
2886,2,0,Not Selected,0,Room_Type 1,61,Online,0,88.0,0,0.0,3
2887,2,0,Meal Plan 1,0,Room_Type 1,36,Offline,0,72.0,0,0.0,3
2888,2,0,Meal Plan 1,0,Room_Type 1,317,Online,0,120.0,1,0.0,2
2889,2,0,Meal Plan 1,1,Room_Type 2,5,Complementary,0,1.6,0,0.0,5
2890,2,0,Meal Plan 1,0,Room_Type 6,30,Online,0,75.15,0,0.0,2
2891,2,0,Meal Plan 1,0,Room_Type 1,28,Online,0,90.98,0,0.0,4
2892,2,0,Meal Plan 1,0,Room_Type 1,146,Offline,0,81.25,0,0.0,1
2893,2,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,102.0,0,0.0,3
2894,2,0,Meal Plan 2,0,Room_Type 1,96,Online,0,94.5,1,0.0,3
2895,2,0,Meal Plan 1,0,Room_Type 4,29,Offline,0,111.5,0,0.0,2
2896,2,0,Meal Plan 1,0,Room_Type 4,77,Online,0,90.95,0,0.0,4
2897,2,0,Meal Plan 1,0,Room_Type 1,46,Offline,0,75.0,0,0.0,2
2898,2,1,Not Selected,0,Room_Type 6,0,Online,0,153.0,0,0.0,2
2899,2,0,Not Selected,0,Room_Type 4,15,Online,0,115.0,0,0.0,2
2900,2,0,Meal Plan 1,0,Room_Type 1,270,Online,0,62.8,1,0.0,4
2901,2,0,Meal Plan 1,0,Room_Type 4,34,Online,0,122.4,1,0.0,3
2902,2,0,Meal Plan 1,0,Room_Type 2,214,Online,0,81.5,1,0.0,4
2903,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,104.0,0,0.0,2
2904,2,0,Meal Plan 1,0,Room_Type 4,41,Online,0,139.5,0,0.0,5
2905,1,0,Meal Plan 1,0,Room_Type 1,151,Offline,0,71.0,0,0.0,2
2906,1,0,Meal Plan 1,0,Room_Type 1,15,Online,0,107.99,0,0.0,6
2907,2,0,Not Selected,0,Room_Type 1,122,Online,0,109.65,0,0.0,4
2908,2,0,Meal Plan 1,0,Room_Type 1,15,Online,0,68.99,0,0.0,3
2909,2,0,Meal Plan 1,0,Room_Type 4,36,Online,0,133.1,0,0.0,2
2910,2,0,Meal Plan 1,0,Room_Type 1,29,Online,0,89.9,0,0.0,4
2911,2,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,101.5,0,0.0,2
2912,2,0,Meal Plan 1,0,Room_Type 4,89,Online,0,105.3,1,0.0,3
2913,1,0,Meal Plan 1,0,Room_Type 1,89,Online,0,96.0,0,0.0,2
2914,2,0,Meal Plan 1,0,Room_Type 4,132,Online,0,124.8,0,0.0,3
2915,2,0,Meal Plan 1,0,Room_Type 1,68,Offline,0,48.0,0,0.0,2
2916,2,0,Meal Plan 1,0,Room_Type 4,44,Offline,0,96.3,0,0.0,2
2917,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,92.0,0,0.0,1
2918,2,0,Meal Plan 1,0,Room_Type 1,1,Online,0,84.0,1,0.0,1
2919,2,0,Meal Plan 1,0,Room_Type 1,26,Online,0,139.0,0,0.0,2
2920,2,0,Meal Plan 1,0,Room_Type 4,120,Online,0,127.8,0,0.0,5
2921,2,0,Meal Plan 1,0,Room_Type 1,19,Online,0,139.0,0,0.0,3
2922,2,0,Meal Plan 1,1,Room_Type 1,207,Online,0,76.5,0,0.0,5
2923,2,0,Meal Plan 2,0,Room_Type 1,273,Online,0,109.0,1,0.0,2
2924,2,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,101.5,0,0.0,2
2925,2,0,Meal Plan 1,0,Room_Type 1,286,Online,0,90.0,1,0.0,1
2926,2,0,Meal Plan 1,0,Room_Type 1,45,Online,0,78.3,1,0.0,3
2927,2,0,Meal Plan 2,0,Room_Type 1,11,Complementary,1,0.0,0,0.5,2
2928,1,0,Meal Plan 2,0,Room_Type 1,273,Offline,0,87.0,0,0.0,2
2929,2,0,Meal Plan 1,0,Room_Type 1,101,Online,0,105.3,1,0.0,3
2930,2,0,Meal Plan 1,0,Room_Type 1,178,Online,0,99.45,0,0.0,4
2931,2,0,Meal Plan 1,0,Room_Type 1,317,Online,0,120.0,1,0.0,2
2932,2,0,Meal Plan 1,0,Room_Type 1,267,Online,0,95.0,1,0.0,3
2933,2,0,Meal Plan 1,0,Room_Type 1,274,Online,0,0.0,0,0.0,0
2934,1,0,Meal Plan 1,0,Room_Type 1,74,Online,0,126.9,0,0.0,3
2935,2,0,Meal Plan 1,0,Room_Type 1,268,Online,0,78.0,1,0.0,5
2936,3,0,Meal Plan 1,0,Room_Type 1,16,Offline,0,117.6,0,0.0,6
2937,2,0,Meal Plan 1,0,Room_Type 1,250,Online,0,95.0,1,0.0,4
2938,2,0,Meal Plan 1,0,Room_Type 4,30,Online,0,149.4,1,0.0,3
2939,1,0,Meal Plan 1,0,Room_Type 1,181,Online,0,120.0,1,0.0,2
